date,product_id,quantity_sold
2022-06-04,P0051,7
2022-06-04,P0052,4
2022-06-04,P0053,10
2022-06-04,P0054,6
2022-06-04,P0055,13
2022-06-04,P0056,7
2022-06-04,P0057,8
2022-06-04,P0058,4
2022-06-04,P0059,5
2022-06-04,P0060,8
2022-06-04,P0061,11
2022-06-04,P0062,7
2022-06-04,P0063,8
2022-06-04,P0064,9
2022-06-04,P0065,1
2022-06-04,P0066,13
2022-06-04,P0067,11
2022-06-04,P0068,2
2022-06-04,P0069,4
2022-06-04,P0070,12
2022-06-04,P0071,12
2022-06-04,P0072,5
2022-06-04,P0073,2
2022-06-04,P0074,8
2022-06-04,P0075,6
2022-06-04,P0076,11
2022-06-04,P0077,2
2022-06-04,P0078,11
2022-06-04,P0079,12
2022-06-04,P0080,2
2022-06-04,P0081,6
2022-06-04,P0082,12
2022-06-04,P0083,12
2022-06-04,P0084,6
2022-06-04,P0085,11
2022-06-04,P0086,9
2022-06-04,P0087,4
2022-06-04,P0088,3
2022-06-04,P0089,5
2022-06-04,P0090,9
2022-06-04,P0091,8
2022-06-04,P0092,8
2022-06-04,P0093,6
2022-06-04,P0094,5
2022-06-04,P0095,9
2022-06-04,P0096,12
2022-06-04,P0097,1
2022-06-04,P0098,8
2022-06-04,P0099,11
2022-06-04,P0100,6
2022-06-05,P0001,8
2022-06-05,P0002,7
2022-06-05,P0003,10
2022-06-05,P0004,5
2022-06-05,P0005,7
2022-06-05,P0006,5
2022-06-05,P0007,7
2022-06-05,P0008,10
2022-06-05,P0009,4
2022-06-05,P0010,4
2022-06-05,P0011,10
2022-06-05,P0012,11
2022-06-05,P0013,6
2022-06-05,P0014,5
2022-06-05,P0015,11
2022-06-05,P0016,14
2022-06-05,P0017,6
2022-06-05,P0018,11
2022-06-05,P0019,6
2022-06-05,P0020,9
2022-06-05,P0021,10
2022-06-05,P0022,3
2022-06-05,P0023,5
2022-06-05,P0024,3
2022-06-05,P0025,8
2022-06-05,P0026,12
2022-06-05,P0027,9
2022-06-05,P0028,3
2022-06-05,P0029,5
2022-06-05,P0030,8
2022-06-05,P0031,6
2022-06-05,P0032,8
2022-06-05,P0033,13
2022-06-05,P0034,7
2022-06-05,P0035,10
2022-06-05,P0036,10
2022-06-05,P0037,2
2022-06-05,P0038,11
2022-06-05,P0039,10
2022-06-05,P0040,5
2022-06-05,P0041,13
2022-06-05,P0042,13
2022-06-05,P0043,6
2022-06-05,P0044,14
2022-06-05,P0045,9
2022-06-05,P0046,7
2022-06-05,P0047,13
2022-06-05,P0048,5
2022-06-05,P0049,13
2022-06-05,P0050,11
2022-06-05,P0051,5
2022-06-05,P0052,11
2022-06-05,P0053,7
2022-06-05,P0054,5
2022-06-05,P0055,15
2022-06-05,P0056,11
2022-06-05,P0057,10
2022-06-05,P0058,10
2022-06-05,P0059,7
2022-06-05,P0060,6
2022-06-05,P0061,2
2022-06-05,P0062,4
2022-06-05,P0063,7
2022-06-05,P0064,4
2022-06-05,P0065,11
2022-06-05,P0066,13
2022-06-05,P0067,9
2022-06-05,P0068,12
2022-06-05,P0069,4
2022-06-05,P0070,4
2022-06-05,P0071,9
2022-06-05,P0072,9
2022-06-05,P0073,7
2022-06-05,P0074,11
2022-06-05,P0075,11
2022-06-05,P0076,3
2022-06-05,P0077,9
2022-06-05,P0078,3
2022-06-05,P0079,3
2022-06-05,P0080,7
2022-06-05,P0081,8
2022-06-05,P0082,5
2022-06-05,P0083,11
2022-06-05,P0084,7
2022-06-05,P0085,9
2022-06-05,P0086,9
2022-06-05,P0087,5
2022-06-05,P0088,7
2022-06-05,P0089,12
2022-06-05,P0090,4
2022-06-05,P0091,11
2022-06-05,P0092,10
2022-06-05,P0093,4
2022-06-05,P0094,5
2022-06-05,P0095,10
2022-06-05,P0096,1
2022-06-05,P0097,12
2022-06-05,P0098,11
2022-06-05,P0099,11
2022-06-05,P0100,9
2022-06-06,P0001,7
2022-06-06,P0002,6
2022-06-06,P0003,8
2022-06-06,P0004,4
2022-06-06,P0005,5
2022-06-06,P0006,12
2022-06-06,P0007,8
2022-06-06,P0008,10
2022-06-06,P0009,14
2022-06-06,P0010,6
2022-06-06,P0011,9
2022-06-06,P0012,11
2022-06-06,P0013,14
2022-06-06,P0014,10
2022-06-06,P0015,5
2022-06-06,P0016,6
2022-06-06,P0017,10
2022-06-06,P0018,11
2022-06-06,P0019,10
2022-06-06,P0020,5
2022-06-06,P0021,8
2022-06-06,P0022,3
2022-06-06,P0023,4
2022-06-06,P0024,12
2022-06-06,P0025,2
2022-06-06,P0026,7
2022-06-06,P0027,10
2022-06-06,P0028,5
2022-06-06,P0029,13
2022-06-06,P0030,15
2022-06-06,P0031,9
2022-06-06,P0032,2
2022-06-06,P0033,13
2022-06-06,P0034,11
2022-06-06,P0035,7
2022-06-06,P0036,9
2022-06-06,P0037,6
2022-06-06,P0038,5
2022-06-06,P0039,5
2022-06-06,P0040,10
2022-06-06,P0041,10
2022-06-06,P0042,8
2022-06-06,P0043,9
2022-06-06,P0044,14
2022-06-06,P0045,3
2022-06-06,P0046,10
2022-06-06,P0047,2
2022-06-06,P0048,9
2022-06-06,P0049,9
2022-06-06,P0050,6
2022-06-06,P0051,8
2022-06-06,P0052,6
2022-06-06,P0053,9
2022-06-06,P0054,5
2022-06-06,P0055,4
2022-06-06,P0056,10
2022-06-06,P0057,12
2022-06-06,P0058,12
2022-06-06,P0059,9
2022-06-06,P0060,6
2022-06-06,P0061,9
2022-06-06,P0062,13
2022-06-06,P0063,7
2022-06-06,P0064,6
2022-06-06,P0065,5
2022-06-06,P0066,10
2022-06-06,P0067,4
2022-06-06,P0068,13
2022-06-06,P0069,6
2022-06-06,P0070,10
2022-06-06,P0071,5
2022-06-06,P0072,4
2022-06-06,P0073,11
2022-06-06,P0074,10
2022-06-06,P0075,7
2022-06-06,P0076,6
2022-06-06,P0077,9
2022-06-06,P0078,7
2022-06-06,P0079,5
2022-06-06,P0080,2
2022-06-06,P0081,14
2022-06-06,P0082,6
2022-06-06,P0083,12
2022-06-06,P0084,10
2022-06-06,P0085,4
2022-06-06,P0086,14
2022-06-06,P0087,6
2022-06-06,P0088,11
2022-06-06,P0089,8
2022-06-06,P0090,5
2022-06-06,P0091,8
2022-06-06,P0092,13
2022-06-06,P0093,6
2022-06-06,P0094,7
2022-06-06,P0095,4
2022-06-06,P0096,8
2022-06-06,P0097,5
2022-06-06,P0098,8
2022-06-06,P0099,15
2022-06-06,P0100,9
2022-06-07,P0001,4
2022-06-07,P0002,7
2022-06-07,P0003,2
2022-06-07,P0004,12
2022-06-07,P0005,9
2022-06-07,P0006,13
2022-06-07,P0007,8
2022-06-07,P0008,3
2022-06-07,P0009,15
2022-06-07,P0010,8
2022-06-07,P0011,6
2022-06-07,P0012,4
2022-06-07,P0013,11
2022-06-07,P0014,4
2022-06-07,P0015,7
2022-06-07,P0016,5
2022-06-07,P0017,6
2022-06-07,P0018,7
2022-06-07,P0019,10
2022-06-07,P0020,9
2022-06-07,P0021,15
2022-06-07,P0022,12
2022-06-07,P0023,9
2022-06-07,P0024,9
2022-06-07,P0025,10
2022-06-07,P0026,5
2022-06-07,P0027,1
2022-06-07,P0028,4
2022-06-07,P0029,9
2022-06-07,P0030,5
2022-06-07,P0031,2
2022-06-07,P0032,2
2022-06-07,P0033,6
2022-06-07,P0034,7
2022-06-07,P0035,5
2022-06-07,P0036,10
2022-06-07,P0037,6
2022-06-07,P0038,7
2022-06-07,P0039,14
2022-06-07,P0040,3
2022-06-07,P0041,7
2022-06-07,P0042,13
2022-06-07,P0043,3
2022-06-07,P0044,6
2022-06-07,P0045,10
2022-06-07,P0046,7
2022-06-07,P0047,7
2022-06-07,P0048,7
2022-06-07,P0049,7
2022-06-07,P0050,9
2022-06-07,P0051,5
2022-06-07,P0052,8
2022-06-07,P0053,8
2022-06-07,P0054,7
2022-06-07,P0055,5
2022-06-07,P0056,6
2022-06-07,P0057,4
2022-06-07,P0058,7
2022-06-07,P0059,6
2022-06-07,P0060,7
2022-06-07,P0061,8
2022-06-07,P0062,2
2022-06-07,P0063,10
2022-06-07,P0064,4
2022-06-07,P0065,3
2022-06-07,P0066,2
2022-06-07,P0067,9
2022-06-07,P0068,13
2022-06-07,P0069,5
2022-06-07,P0070,4
2022-06-07,P0071,9
2022-06-07,P0072,7
2022-06-07,P0073,4
2022-06-07,P0074,10
2022-06-07,P0075,7
2022-06-07,P0076,13
2022-06-07,P0077,9
2022-06-07,P0078,11
2022-06-07,P0079,5
2022-06-07,P0080,8
2022-06-07,P0081,9
2022-06-07,P0082,6
2022-06-07,P0083,9
2022-06-07,P0084,6
2022-06-07,P0085,5
2022-06-07,P0086,8
2022-06-07,P0087,6
2022-06-07,P0088,13
2022-06-07,P0089,9
2022-06-07,P0090,6
2022-06-07,P0091,7
2022-06-07,P0092,6
2022-06-07,P0093,8
2022-06-07,P0094,2
2022-06-07,P0095,8
2022-06-07,P0096,7
2022-06-07,P0097,9
2022-06-07,P0098,1
2022-06-07,P0099,6
2022-06-07,P0100,13
2022-06-08,P0001,14
2022-06-08,P0002,7
2022-06-08,P0003,13
2022-06-08,P0004,13
2022-06-08,P0005,6
2022-06-08,P0006,5
2022-06-08,P0007,8
2022-06-08,P0008,9
2022-06-08,P0009,7
2022-06-08,P0010,11
2022-06-08,P0011,4
2022-06-08,P0012,12
2022-06-08,P0013,6
2022-06-08,P0014,2
2022-06-08,P0015,4
2022-06-08,P0016,14
2022-06-08,P0017,5
2022-06-08,P0018,5
2022-06-08,P0019,6
2022-06-08,P0020,7
2022-06-08,P0021,10
2022-06-08,P0022,3
2022-06-08,P0023,3
2022-06-08,P0024,12
2022-06-08,P0025,12
2022-06-08,P0026,8
2022-06-08,P0027,7
2022-06-08,P0028,13
2022-06-08,P0029,3
2022-06-08,P0030,8
2022-06-08,P0031,6
2022-06-08,P0032,11
2022-06-08,P0033,3
2022-06-08,P0034,8
2022-06-08,P0035,4
2022-06-08,P0036,7
2022-06-08,P0037,1
2022-06-08,P0038,9
2022-06-08,P0039,6
2022-06-08,P0040,6
2022-06-08,P0041,9
2022-06-08,P0042,3
2022-06-08,P0043,9
2022-06-08,P0044,12
2022-06-08,P0045,9
2022-06-08,P0046,9
2022-06-08,P0047,5
2022-06-08,P0048,12
2022-06-08,P0049,5
2022-06-08,P0050,5
2022-06-08,P0051,9
2022-06-08,P0052,9
2022-06-08,P0053,10
2022-06-08,P0054,6
2022-06-08,P0055,8
2022-06-08,P0056,8
2022-06-08,P0057,12
2022-06-08,P0058,10
2022-06-08,P0059,4
2022-06-08,P0060,15
2022-06-08,P0061,5
2022-06-08,P0062,1
2022-06-08,P0063,11
2022-06-08,P0064,5
2022-06-08,P0065,10
2022-06-08,P0066,7
2022-06-08,P0067,10
2022-06-08,P0068,9
2022-06-08,P0069,12
2022-06-08,P0070,6
2022-06-08,P0071,9
2022-06-08,P0072,6
2022-06-08,P0073,12
2022-06-08,P0074,12
2022-06-08,P0075,7
2022-06-08,P0076,6
2022-06-08,P0077,9
2022-06-08,P0078,11
2022-06-08,P0079,7
2022-06-08,P0080,8
2022-06-08,P0081,9
2022-06-08,P0082,13
2022-06-08,P0083,6
2022-06-08,P0084,13
2022-06-08,P0085,3
2022-06-08,P0086,5
2022-06-08,P0087,6
2022-06-08,P0088,6
2022-06-08,P0089,3
2022-06-08,P0090,13
2022-06-08,P0091,1
2022-06-08,P0092,10
2022-06-08,P0093,5
2022-06-08,P0094,8
2022-06-08,P0095,7
2022-06-08,P0096,7
2022-06-08,P0097,8
2022-06-08,P0098,7
2022-06-08,P0099,4
2022-06-08,P0100,14
2022-06-09,P0001,9
2022-06-09,P0002,13
2022-06-09,P0003,5
2022-06-09,P0004,2
2022-06-09,P0005,4
2022-06-09,P0006,14
2022-06-09,P0007,6
2022-06-09,P0008,8
2022-06-09,P0009,12
2022-06-09,P0010,6
2022-06-09,P0011,5
2022-06-09,P0012,4
2022-06-09,P0013,2
2022-06-09,P0014,8
2022-06-09,P0015,10
2022-06-09,P0016,11
2022-06-09,P0017,3
2022-06-09,P0018,3
2022-06-09,P0019,7
2022-06-09,P0020,8
2022-06-09,P0021,5
2022-06-09,P0022,2
2022-06-09,P0023,15
2022-06-09,P0024,4
2022-06-09,P0025,3
2022-06-09,P0026,11
2022-06-09,P0027,12
2022-06-09,P0028,5
2022-06-09,P0029,5
2022-06-09,P0030,13
2022-06-09,P0031,7
2022-06-09,P0032,6
2022-06-09,P0033,11
2022-06-09,P0034,7
2022-06-09,P0035,12
2022-06-09,P0036,10
2022-06-09,P0037,6
2022-06-09,P0038,10
2022-06-09,P0039,11
2022-06-09,P0040,9
2022-06-09,P0041,7
2022-06-09,P0042,12
2022-06-09,P0043,9
2022-06-09,P0044,6
2022-06-09,P0045,12
2022-06-09,P0046,9
2022-06-09,P0047,6
2022-06-09,P0048,9
2022-06-09,P0049,10
2022-06-09,P0050,10
2022-06-09,P0051,15
2022-06-09,P0052,5
2022-06-09,P0053,2
2022-06-09,P0054,11
2022-06-09,P0055,5
2022-06-09,P0056,5
2022-06-09,P0057,11
2022-06-09,P0058,11
2022-06-09,P0059,12
2022-06-09,P0060,10
2022-06-09,P0061,6
2022-06-09,P0062,11
2022-06-09,P0063,14
2022-06-09,P0064,13
2022-06-09,P0065,7
2022-06-09,P0066,11
2022-06-09,P0067,4
2022-06-09,P0068,8
2022-06-09,P0069,11
2022-06-09,P0070,6
2022-06-09,P0071,9
2022-06-09,P0072,10
2022-06-09,P0073,11
2022-06-09,P0074,12
2022-06-09,P0075,9
2022-06-09,P0076,11
2022-06-09,P0077,7
2022-06-09,P0078,12
2022-06-09,P0079,3
2022-06-09,P0080,14
2022-06-09,P0081,12
2022-06-09,P0082,7
2022-06-09,P0083,10
2022-06-09,P0084,9
2022-06-09,P0085,8
2022-06-09,P0086,5
2022-06-09,P0087,8
2022-06-09,P0088,10
2022-06-09,P0089,4
2022-06-09,P0090,10
2022-06-09,P0091,5
2022-06-09,P0092,9
2022-06-09,P0093,8
2022-06-09,P0094,7
2022-06-09,P0095,9
2022-06-09,P0096,8
2022-06-09,P0097,7
2022-06-09,P0098,6
2022-06-09,P0099,4
2022-06-09,P0100,13
2022-06-10,P0001,3
2022-06-10,P0002,2
2022-06-10,P0003,3
2022-06-10,P0004,2
2022-06-10,P0005,5
2022-06-10,P0006,7
2022-06-10,P0007,10
2022-06-10,P0008,8
2022-06-10,P0009,7
2022-06-10,P0010,4
2022-06-10,P0011,11
2022-06-10,P0012,5
2022-06-10,P0013,5
2022-06-10,P0014,5
2022-06-10,P0015,13
2022-06-10,P0016,4
2022-06-10,P0017,10
2022-06-10,P0018,3
2022-06-10,P0019,14
2022-06-10,P0020,13
2022-06-10,P0021,6
2022-06-10,P0022,10
2022-06-10,P0023,5
2022-06-10,P0024,12
2022-06-10,P0025,3
2022-06-10,P0026,5
2022-06-10,P0027,10
2022-06-10,P0028,5
2022-06-10,P0029,7
2022-06-10,P0030,4
2022-06-10,P0031,9
2022-06-10,P0032,4
2022-06-10,P0033,6
2022-06-10,P0034,13
2022-06-10,P0035,12
2022-06-10,P0036,10
2022-06-10,P0037,11
2022-06-10,P0038,14
2022-06-10,P0039,9
2022-06-10,P0040,14
2022-06-10,P0041,11
2022-06-10,P0042,11
2022-06-10,P0043,8
2022-06-10,P0044,6
2022-06-10,P0045,6
2022-06-10,P0046,6
2022-06-10,P0047,13
2022-06-10,P0048,4
2022-06-10,P0049,12
2022-06-10,P0050,6
2022-06-10,P0051,10
2022-06-10,P0052,13
2022-06-10,P0053,11
2022-06-10,P0054,6
2022-06-10,P0055,7
2022-06-10,P0056,7
2022-06-10,P0057,6
2022-06-10,P0058,7
2022-06-10,P0059,12
2022-06-10,P0060,8
2022-06-10,P0061,9
2022-06-10,P0062,10
2022-06-10,P0063,10
2022-06-10,P0064,8
2022-06-10,P0065,2
2022-06-10,P0066,15
2022-06-10,P0067,7
2022-06-10,P0068,10
2022-06-10,P0069,8
2022-06-10,P0070,13
2022-06-10,P0071,6
2022-06-10,P0072,1
2022-06-10,P0073,13
2022-06-10,P0074,10
2022-06-10,P0075,1
2022-06-10,P0076,12
2022-06-10,P0077,15
2022-06-10,P0078,6
2022-06-10,P0079,9
2022-06-10,P0080,9
2022-06-10,P0081,2
2022-06-10,P0082,6
2022-06-10,P0083,10
2022-06-10,P0084,6
2022-06-10,P0085,5
2022-06-10,P0086,9
2022-06-10,P0087,11
2022-06-10,P0088,7
2022-06-10,P0089,7
2022-06-10,P0090,13
2022-06-10,P0091,10
2022-06-10,P0092,6
2022-06-10,P0093,13
2022-06-10,P0094,9
2022-06-10,P0095,2
2022-06-10,P0096,8
2022-06-10,P0097,5
2022-06-10,P0098,1
2022-06-10,P0099,2
2022-06-10,P0100,6
2022-06-11,P0001,9
2022-06-11,P0002,6
2022-06-11,P0003,12
2022-06-11,P0004,8
2022-06-11,P0005,6
2022-06-11,P0006,13
2022-06-11,P0007,12
2022-06-11,P0008,3
2022-06-11,P0009,9
2022-06-11,P0010,5
2022-06-11,P0011,11
2022-06-11,P0012,4
2022-06-11,P0013,8
2022-06-11,P0014,10
2022-06-11,P0015,10
2022-06-11,P0016,12
2022-06-11,P0017,7
2022-06-11,P0018,9
2022-06-11,P0019,7
2022-06-11,P0020,12
2022-06-11,P0021,9
2022-06-11,P0022,9
2022-06-11,P0023,5
2022-06-11,P0024,10
2022-06-11,P0025,10
2022-06-11,P0026,7
2022-06-11,P0027,13
2022-06-11,P0028,4
2022-06-11,P0029,2
2022-06-11,P0030,13
2022-06-11,P0031,4
2022-06-11,P0032,15
2022-06-11,P0033,2
2022-06-11,P0034,10
2022-06-11,P0035,8
2022-06-11,P0036,15
2022-06-11,P0037,6
2022-06-11,P0038,8
2022-06-11,P0039,5
2022-06-11,P0040,11
2022-06-11,P0041,4
2022-06-11,P0042,11
2022-06-11,P0043,15
2022-06-11,P0044,4
2022-06-11,P0045,5
2022-06-11,P0046,9
2022-06-11,P0047,10
2022-06-11,P0048,6
2022-06-11,P0049,10
2022-06-11,P0050,12
2022-06-11,P0051,2
2022-06-11,P0052,2
2022-06-11,P0053,12
2022-06-11,P0054,11
2022-06-11,P0055,7
2022-06-11,P0056,11
2022-06-11,P0057,6
2022-06-11,P0058,6
2022-06-11,P0059,5
2022-06-11,P0060,5
2022-06-11,P0061,11
2022-06-11,P0062,7
2022-06-11,P0063,6
2022-06-11,P0064,14
2022-06-11,P0065,8
2022-06-11,P0066,9
2022-06-11,P0067,8
2022-06-11,P0068,9
2022-06-11,P0069,9
2022-06-11,P0070,8
2022-06-11,P0071,7
2022-06-11,P0072,8
2022-06-11,P0073,7
2022-06-11,P0074,4
2022-06-11,P0075,7
2022-06-11,P0076,4
2022-06-11,P0077,10
2022-06-11,P0078,11
2022-06-11,P0079,9
2022-06-11,P0080,7
2022-06-11,P0081,11
2022-06-11,P0082,8
2022-06-11,P0083,5
2022-06-11,P0084,7
2022-06-11,P0085,9
2022-06-11,P0086,3
2022-06-11,P0087,3
2022-06-11,P0088,1
2022-06-11,P0089,4
2022-06-11,P0090,9
2022-06-11,P0091,10
2022-06-11,P0092,12
2022-06-11,P0093,13
2022-06-11,P0094,9
2022-06-11,P0095,1
2022-06-11,P0096,8
2022-06-11,P0097,11
2022-06-11,P0098,8
2022-06-11,P0099,8
2022-06-11,P0100,11
2022-06-12,P0001,8
2022-06-12,P0002,10
2022-06-12,P0003,7
2022-06-12,P0004,10
2022-06-12,P0005,5
2022-06-12,P0006,13
2022-06-12,P0007,8
2022-06-12,P0008,4
2022-06-12,P0009,5
2022-06-12,P0010,9
2022-06-12,P0011,2
2022-06-12,P0012,2
2022-06-12,P0013,3
2022-06-12,P0014,6
2022-06-12,P0015,9
2022-06-12,P0016,13
2022-06-12,P0017,8
2022-06-12,P0018,1
2022-06-12,P0019,14
2022-06-12,P0020,5
2022-06-12,P0021,10
2022-06-12,P0022,9
2022-06-12,P0023,2
2022-06-12,P0024,9
2022-06-12,P0025,8
2022-06-12,P0026,10
2022-06-12,P0027,9
2022-06-12,P0028,6
2022-06-12,P0029,7
2022-06-12,P0030,4
2022-06-12,P0031,11
2022-06-12,P0032,7
2022-06-12,P0033,13
2022-06-12,P0034,6
2022-06-12,P0035,5
2022-06-12,P0036,12
2022-06-12,P0037,11
2022-06-12,P0038,5
2022-06-12,P0039,6
2022-06-12,P0040,8
2022-06-12,P0041,12
2022-06-12,P0042,10
2022-06-12,P0043,4
2022-06-12,P0044,7
2022-06-12,P0045,13
2022-06-12,P0046,5
2022-06-12,P0047,12
2022-06-12,P0048,12
2022-06-12,P0049,11
2022-06-12,P0050,6
2022-06-12,P0051,6
2022-06-12,P0052,6
2022-06-12,P0053,3
2022-06-12,P0054,9
2022-06-12,P0055,14
2022-06-12,P0056,10
2022-06-12,P0057,10
2022-06-12,P0058,9
2022-06-12,P0059,13
2022-06-12,P0060,9
2022-06-12,P0061,5
2022-06-12,P0062,9
2022-06-12,P0063,8
2022-06-12,P0064,11
2022-06-12,P0065,6
2022-06-12,P0066,13
2022-06-12,P0067,5
2022-06-12,P0068,3
2022-06-12,P0069,7
2022-06-12,P0070,2
2022-06-12,P0071,10
2022-06-12,P0072,15
2022-06-12,P0073,10
2022-06-12,P0074,14
2022-06-12,P0075,9
2022-06-12,P0076,5
2022-06-12,P0077,9
2022-06-12,P0078,6
2022-06-12,P0079,6
2022-06-12,P0080,5
2022-06-12,P0081,2
2022-06-12,P0082,4
2022-06-12,P0083,11
2022-06-12,P0084,6
2022-06-12,P0085,10
2022-06-12,P0086,12
2022-06-12,P0087,10
2022-06-12,P0088,12
2022-06-12,P0089,12
2022-06-12,P0090,7
2022-06-12,P0091,8
2022-06-12,P0092,11
2022-06-12,P0093,4
2022-06-12,P0094,9
2022-06-12,P0095,8
2022-06-12,P0096,3
2022-06-12,P0097,7
2022-06-12,P0098,8
2022-06-12,P0099,12
2022-06-12,P0100,6
2022-06-13,P0001,4
2022-06-13,P0002,7
2022-06-13,P0003,11
2022-06-13,P0004,11
2022-06-13,P0005,9
2022-06-13,P0006,9
2022-06-13,P0007,3
2022-06-13,P0008,6
2022-06-13,P0009,5
2022-06-13,P0010,11
2022-06-13,P0011,10
2022-06-13,P0012,7
2022-06-13,P0013,7
2022-06-13,P0014,6
2022-06-13,P0015,11
2022-06-13,P0016,11
2022-06-13,P0017,10
2022-06-13,P0018,10
2022-06-13,P0019,9
2022-06-13,P0020,2
2022-06-13,P0021,8
2022-06-13,P0022,6
2022-06-13,P0023,5
2022-06-13,P0024,14
2022-06-13,P0025,5
2022-06-13,P0026,6
2022-06-13,P0027,8
2022-06-13,P0028,8
2022-06-13,P0029,8
2022-06-13,P0030,10
2022-06-13,P0031,8
2022-06-13,P0032,7
2022-06-13,P0033,5
2022-06-13,P0034,5
2022-06-13,P0035,11
2022-06-13,P0036,4
2022-06-13,P0037,7
2022-06-13,P0038,3
2022-06-13,P0039,6
2022-06-13,P0040,9
2022-06-13,P0041,6
2022-06-13,P0042,8
2022-06-13,P0043,5
2022-06-13,P0044,1
2022-06-13,P0045,6
2022-06-13,P0046,5
2022-06-13,P0047,11
2022-06-13,P0048,14
2022-06-13,P0049,14
2022-06-13,P0050,8
2022-06-13,P0051,9
2022-06-13,P0052,8
2022-06-13,P0053,3
2022-06-13,P0054,6
2022-06-13,P0055,12
2022-06-13,P0056,5
2022-06-13,P0057,2
2022-06-13,P0058,13
2022-06-13,P0059,5
2022-06-13,P0060,10
2022-06-13,P0061,13
2022-06-13,P0062,6
2022-06-13,P0063,4
2022-06-13,P0064,11
2022-06-13,P0065,5
2022-06-13,P0066,10
2022-06-13,P0067,10
2022-06-13,P0068,10
2022-06-13,P0069,9
2022-06-13,P0070,10
2022-06-13,P0071,11
2022-06-13,P0072,5
2022-06-13,P0073,10
2022-06-13,P0074,7
2022-06-13,P0075,3
2022-06-13,P0076,8
2022-06-13,P0077,5
2022-06-13,P0078,9
2022-06-13,P0079,12
2022-06-13,P0080,10
2022-06-13,P0081,10
2022-06-13,P0082,13
2022-06-13,P0083,8
2022-06-13,P0084,9
2022-06-13,P0085,8
2022-06-13,P0086,9
2022-06-13,P0087,10
2022-06-13,P0088,10
2022-06-13,P0089,3
2022-06-13,P0090,14
2022-06-13,P0091,13
2022-06-13,P0092,9
2022-06-13,P0093,5
2022-06-13,P0094,10
2022-06-13,P0095,15
2022-06-13,P0096,11
2022-06-13,P0097,7
2022-06-13,P0098,6
2022-06-13,P0099,11
2022-06-13,P0100,1
2022-06-14,P0001,12
2022-06-14,P0002,11
2022-06-14,P0003,4
2022-06-14,P0004,6
2022-06-14,P0005,2
2022-06-14,P0006,9
2022-06-14,P0007,10
2022-06-14,P0008,3
2022-06-14,P0009,4
2022-06-14,P0010,8
2022-06-14,P0011,11
2022-06-14,P0012,2
2022-06-14,P0013,2
2022-06-14,P0014,2
2022-06-14,P0015,4
2022-06-14,P0016,4
2022-06-14,P0017,13
2022-06-14,P0018,11
2022-06-14,P0019,2
2022-06-14,P0020,4
2022-06-14,P0021,11
2022-06-14,P0022,7
2022-06-14,P0023,8
2022-06-14,P0024,5
2022-06-14,P0025,10
2022-06-14,P0026,14
2022-06-14,P0027,4
2022-06-14,P0028,7
2022-06-14,P0029,6
2022-06-14,P0030,6
2022-06-14,P0031,4
2022-06-14,P0032,8
2022-06-14,P0033,8
2022-06-14,P0034,3
2022-06-14,P0035,8
2022-06-14,P0036,11
2022-06-14,P0037,4
2022-06-14,P0038,9
2022-06-14,P0039,13
2022-06-14,P0040,5
2022-06-14,P0041,7
2022-06-14,P0042,9
2022-06-14,P0043,6
2022-06-14,P0044,5
2022-06-14,P0045,8
2022-06-14,P0046,10
2022-06-14,P0047,10
2022-06-14,P0048,12
2022-06-14,P0049,3
2022-06-14,P0050,11
2022-06-14,P0051,5
2022-06-14,P0052,5
2022-06-14,P0053,3
2022-06-14,P0054,4
2022-06-14,P0055,8
2022-06-14,P0056,5
2022-06-14,P0057,7
2022-06-14,P0058,14
2022-06-14,P0059,3
2022-06-14,P0060,9
2022-06-14,P0061,4
2022-06-14,P0062,12
2022-06-14,P0063,11
2022-06-14,P0064,5
2022-06-14,P0065,10
2022-06-14,P0066,11
2022-06-14,P0067,3
2022-06-14,P0068,3
2022-06-14,P0069,12
2022-06-14,P0070,7
2022-06-14,P0071,11
2022-06-14,P0072,5
2022-06-14,P0073,9
2022-06-14,P0074,5
2022-06-14,P0075,10
2022-06-14,P0076,6
2022-06-14,P0077,10
2022-06-14,P0078,13
2022-06-14,P0079,12
2022-06-14,P0080,7
2022-06-14,P0081,11
2022-06-14,P0082,6
2022-06-14,P0083,5
2022-06-14,P0084,4
2022-06-14,P0085,11
2022-06-14,P0086,3
2022-06-14,P0087,1
2022-06-14,P0088,2
2022-06-14,P0089,10
2022-06-14,P0090,5
2022-06-14,P0091,5
2022-06-14,P0092,6
2022-06-14,P0093,4
2022-06-14,P0094,12
2022-06-14,P0095,6
2022-06-14,P0096,10
2022-06-14,P0097,6
2022-06-14,P0098,5
2022-06-14,P0099,7
2022-06-14,P0100,5
2022-06-15,P0001,12
2022-06-15,P0002,12
2022-06-15,P0003,12
2022-06-15,P0004,7
2022-06-15,P0005,9
2022-06-15,P0006,7
2022-06-15,P0007,7
2022-06-15,P0008,11
2022-06-15,P0009,5
2022-06-15,P0010,10
2022-06-15,P0011,8
2022-06-15,P0012,13
2022-06-15,P0013,11
2022-06-15,P0014,8
2022-06-15,P0015,9
2022-06-15,P0016,4
2022-06-15,P0017,7
2022-06-15,P0018,12
2022-06-15,P0019,4
2022-06-15,P0020,7
2022-06-15,P0021,11
2022-06-15,P0022,10
2022-06-15,P0023,9
2022-06-15,P0024,8
2022-06-15,P0025,6
